,species,huc8,day,month,date,decimalLatitude,decimalLongitude,status
395,molitrix,5090203,12,7,2012-7-12,39.11237,-84.82772,unknown
396,molitrix,5090201,5,9,2012-9-5,39.08716,-84.43126,unknown
397,molitrix,5090201,16,7,2012-7-16,39.08716,-84.43126,unknown
398,molitrix,6040006,16,7,1987-7-16,37.05518,-88.32939,established
399,molitrix,5130205,16,7,1987-7-16,37.10099,-88.21549,established
400,molitrix,10300103,29,10,2002-10-29,38.94135,-92.86924,established
401,molitrix,10290111,9,12,2003-12-9,38.56854,-91.98146,established
402,molitrix,10280103,24,10,2003-10-24,39.43629,-93.16546,established
403,molitrix,10300102,2,7,2003-7-2,38.55374,-92.09572,established
404,molitrix,10300102,27,7,2004-7-27,38.97773,-92.5691,established
405,molitrix,10300102,14,7,2003-7-14,38.7056,-92.37542,established
406,molitrix,10300102,15,7,2004-7-15,39.00515,-92.70429,established
407,molitrix,10300102,22,6,2004-6-22,38.61918,-91.90866,established
408,molitrix,10300104,25,8,2003-8-25,38.93919,-92.94714,established
409,molitrix,10300102,6,4,2004-4-6,38.68585,-91.82275,established
410,molitrix,10300102,29,12,2003-12-29,38.59012,-92.18127,established
411,molitrix,10300102,15,7,2004-7-15,38.97872,-92.76274,established
412,molitrix,10300101,2,6,2004-6-2,39.31642,-92.96825,established
413,molitrix,10280203,8,7,2004-7-8,39.26447,-92.85334,established
414,molitrix,10300102,28,6,2004-6-28,38.87642,-92.48185,established
415,molitrix,10300102,14,6,2004-6-14,38.68804,-92.31903,established
416,molitrix,10300102,14,6,2004-6-14,38.67752,-92.28886,established
417,molitrix,7130003,21,10,2005-10-21,40.19652,-90.13993,established
418,molitrix,7130003,2,8,2006-8-2,40.17198,-90.16738,established
419,molitrix,7130003,6,10,2006-10-6,40.16145,-90.19717,established
420,molitrix,7130003,13,7,2007-7-13,40.31834,-90.05889,established
421,molitrix,7130003,1,10,2007-10-1,40.11523,-90.37682,established
422,molitrix,7130003,18,6,2008-6-18,40.1215,-90.35546,established
423,molitrix,7130003,11,8,2008-8-11,40.16059,-90.19897,established
424,molitrix,7130003,22,9,2008-9-22,40.11541,-90.30642,established
425,molitrix,7130003,1,7,2009-7-1,39.99921,-90.48669,established
426,molitrix,7130003,15,10,2009-10-15,40.00626,-90.4589,established
427,molitrix,7130003,16,6,2010-6-16,40.31261,-90.06385,established
428,molitrix,7130003,22,9,2010-9-22,40.15156,-90.27329,established
429,molitrix,7130003,6,8,2001-8-6,40.15972,-90.20018,established
430,molitrix,7130003,17,9,2002-9-17,40.20678,-90.13598,established
431,molitrix,7130003,9,9,2003-9-9,39.97943,-90.50908,established
432,molitrix,7130003,3,10,2003-10-3,40.1091,-90.30608,established
433,molitrix,7130003,2,8,2004-8-2,40.55276,-89.7499,established
434,molitrix,7130003,21,9,2004-9-21,40.19608,-90.13995,established
435,molitrix,7130003,5,8,2005-8-5,40.31217,-90.06446,established
436,molitrix,7130003,7,8,2006-8-7,40.47284,-89.88881,established
437,molitrix,7130003,27,10,2006-10-27,40.16103,-90.19836,established
438,molitrix,7130003,15,6,2007-6-15,40.16228,-90.19421,established
439,molitrix,7130003,10,8,2007-8-10,40.31261,-90.06385,established
440,molitrix,7130003,1,10,2007-10-1,40.02105,-90.43492,established
441,molitrix,7130011,30,6,2008-6-30,40.00201,-90.47018,established
442,molitrix,7130003,22,9,2008-9-22,40.11269,-90.30594,established
443,molitrix,7130003,6,7,2009-7-6,40.17689,-90.16542,established
444,molitrix,7130003,19,8,2009-8-19,40.30952,-90.06634,established
445,molitrix,7130003,13,10,2009-10-13,40.17958,-90.16531,established
446,molitrix,7130003,30,6,2010-6-30,40.10821,-90.3067,established
447,molitrix,7130003,3,8,2010-8-3,40.30775,-90.06759,established
448,molitrix,7130003,16,9,2010-9-16,40.15749,-90.20086,established
449,molitrix,7130003,10,8,2001-8-10,40.14013,-90.30427,established
450,molitrix,7140105,8,7,2004-7-8,37.18573,-89.4523,established
451,molitrix,7130003,11,8,2004-8-11,40.21803,-90.15372,established
452,molitrix,7130003,27,9,2004-9-27,40.28587,-90.075,established
453,molitrix,7130003,29,9,2005-9-29,40.43212,-89.93194,established
454,molitrix,7130003,4,8,2006-8-4,40.2696,-90.09041,established
455,molitrix,7130003,26,10,2006-10-26,40.25207,-90.10997,established
456,molitrix,7130003,22,6,2007-6-22,40.07127,-90.40489,established
457,molitrix,7110009,20,9,2007-9-20,38.88321,-90.18681,established
458,molitrix,7130011,30,6,2008-6-30,40.00624,-90.45773,established
459,molitrix,7110009,14,7,2008-7-14,38.88024,-90.53214,established
460,molitrix,7140105,18,7,2008-7-18,37.02831,-89.35683,established
461,molitrix,7130003,29,8,2008-8-29,40.37359,-90.03588,established
462,molitrix,7110009,17,9,2008-9-17,38.96052,-90.39204,established
463,molitrix,7110009,9,7,2009-7-9,38.88026,-90.61974,established
464,molitrix,7130003,19,8,2009-8-19,40.23692,-90.11649,established
465,molitrix,7130003,12,10,2009-10-12,40.20587,-90.17184,established
466,molitrix,7110009,24,6,2010-6-24,38.87088,-90.5584,established
467,molitrix,7130003,2,7,2010-7-2,40.15403,-90.26322,established
468,molitrix,7140105,16,7,2010-7-16,37.11644,-89.41054,established
469,molitrix,7130003,3,8,2010-8-3,40.31315,-90.06736,established
470,molitrix,7130003,22,9,2010-9-22,40.13622,-90.32966,established
471,molitrix,7110009,30,9,2010-9-30,38.91818,-90.29383,established
472,molitrix,7130003,15,6,2011-6-15,40.3794,-90.01678,established
473,molitrix,7110009,21,7,2011-7-21,38.93035,-90.49522,established
474,molitrix,7130003,12,8,2011-8-12,40.37987,-90.01735,established
475,molitrix,7130003,18,10,2011-10-18,40.55678,-89.67,established
476,molitrix,7130003,2,8,2005-8-2,40.39468,-89.98077,established
477,molitrix,7130003,26,9,2005-9-26,40.42174,-89.94833,established
478,molitrix,7140105,13,10,2005-10-13,37.28267,-89.5154,established
479,molitrix,7130003,22,6,2007-6-22,40.02016,-90.43554,established
480,molitrix,7130003,14,8,2007-8-14,40.00081,-90.47726,established
481,molitrix,7140105,17,8,2007-8-17,37.28218,-89.5143,established
482,molitrix,7110009,20,9,2007-9-20,38.88209,-90.17763,established
483,molitrix,7140105,29,10,2007-10-29,37.15277,-89.42007,established
484,molitrix,7110009,17,6,2008-6-17,38.88777,-90.18893,established
485,molitrix,7130003,1,7,2008-7-1,40.00457,-90.46365,established
486,molitrix,7140105,17,7,2008-7-17,37.15642,-89.42159,established
487,molitrix,7110009,11,8,2008-8-11,38.94762,-90.35963,established
488,molitrix,7130003,11,8,2008-8-11,40.25614,-90.11038,established
489,molitrix,7130003,2,10,2008-10-2,40.22199,-90.13181,established
490,molitrix,7110009,28,10,2008-10-28,38.87058,-90.60912,established
491,molitrix,7110009,25,6,2009-6-25,38.86766,-90.59885,established
492,molitrix,7140105,14,8,2009-8-14,37.28357,-89.51536,established
493,molitrix,7130011,20,8,2009-8-20,40.00709,-90.45535,established
494,molitrix,7130003,13,10,2009-10-13,40.14732,-90.22768,established
495,molitrix,7110009,16,10,2009-10-16,38.96479,-90.42188,established
496,molitrix,7110009,23,6,2010-6-23,38.94809,-90.36018,established
497,molitrix,7110009,5,8,2010-8-5,38.87946,-90.18062,established
498,molitrix,7130003,1,10,2010-10-1,40.0643,-90.41512,established
499,molitrix,7140105,22,10,2010-10-22,37.15182,-89.41843,established
500,molitrix,7130003,23,6,2011-6-23,40.26788,-90.09401,established
501,molitrix,7110009,17,8,2011-8-17,38.90754,-90.2435,established
502,molitrix,7110009,22,9,2011-9-22,38.91005,-90.6447,established
503,molitrix,7140105,13,10,2011-10-13,37.31299,-89.50497,established
504,molitrix,7130004,18,10,2011-10-18,40.55138,-89.73285,established
505,molitrix,7140105,29,8,2000-8-29,37.59991,-89.51933,established
506,molitrix,7130003,22,6,2001-6-22,40.02914,-90.43403,established
507,molitrix,7130003,17,8,2001-8-17,40.00041,-90.47961,established
508,molitrix,7130003,14,8,2003-8-14,40.55386,-89.72505,established
509,molitrix,7130003,5,10,2004-10-5,40.08902,-90.39307,established
510,molitrix,7130003,5,8,2005-8-5,40.28329,-90.07982,established
511,molitrix,7130003,30,9,2005-9-30,40.27441,-90.08491,established
512,molitrix,7130003,8,8,2006-8-8,40.04616,-90.42988,established
513,molitrix,7140105,13,9,2006-9-13,37.60703,-89.51616,established
514,molitrix,7110009,6,8,2007-8-6,38.9206,-90.32027,established
515,molitrix,7130003,9,8,2007-8-9,40.00455,-90.46307,established
516,molitrix,7110009,20,9,2007-9-20,38.8819,-90.18859,established
517,molitrix,7130003,26,9,2007-9-26,40.38271,-90.00545,established
518,molitrix,7110009,17,6,2008-6-17,38.87442,-90.15892,established
519,molitrix,7130011,30,6,2008-6-30,40.00367,-90.46368,established
520,molitrix,7140105,17,7,2008-7-17,37.13702,-89.40562,established
521,molitrix,7110009,8,8,2008-8-8,38.87902,-90.18121,established
522,molitrix,7130003,11,8,2008-8-11,40.22128,-90.13948,established
523,molitrix,7110009,18,9,2008-9-18,38.87618,-90.17556,established
524,molitrix,7130003,2,10,2008-10-2,40.21979,-90.15188,established
525,molitrix,7130011,13,8,2009-8-13,40.00409,-90.46249,established
526,molitrix,7140105,14,8,2009-8-14,37.28175,-89.51488,established
527,molitrix,7130003,14,10,2009-10-14,40.07603,-90.39592,established
528,molitrix,7110009,19,7,2010-7-19,38.9583,-90.45443,established
529,molitrix,7110009,4,8,2010-8-4,38.87496,-90.16235,established
530,molitrix,7130003,16,8,2010-8-16,40.14569,-90.29173,established
531,molitrix,7110009,28,9,2010-9-28,38.89849,-90.63009,established
532,molitrix,7130003,5,7,2011-7-5,40.1384,-90.30727,established
533,molitrix,7130003,2,8,2011-8-2,40.15197,-90.27152,established
534,molitrix,7110009,11,8,2011-8-11,38.90419,-90.5146,established
535,molitrix,7130003,18,10,2011-10-18,40.55145,-89.76709,established
536,molitrix,7130003,25,9,1998-9-25,40.58936,-89.66011,established
537,molitrix,7130003,30,10,2002-10-30,40.121,-90.37309,established
538,molitrix,7130003,4,9,2003-9-4,40.53246,-89.82938,established
539,molitrix,7130011,15,10,2004-10-15,40.00205,-90.47194,established
540,molitrix,7130003,8,8,2005-8-8,40.2329,-90.11784,established
541,molitrix,7130003,22,9,2005-9-22,40.21941,-90.15483,established
542,molitrix,7130003,22,6,2007-6-22,40.00252,-90.4731,established
543,molitrix,7110009,28,6,2007-6-28,38.8816,-90.17592,established
544,molitrix,7130003,9,8,2007-8-9,40.00247,-90.47076,established
545,molitrix,7110009,27,9,2007-9-27,38.88084,-90.18172,established
546,molitrix,7110009,18,6,2008-6-18,38.9192,-90.24132,established
547,molitrix,7130003,1,7,2008-7-1,39.99958,-90.48257,established
548,molitrix,7140105,18,7,2008-7-18,37.12956,-89.39754,established
549,molitrix,7110009,8,8,2008-8-8,38.87856,-90.18065,established
550,molitrix,7130003,11,8,2008-8-11,40.20675,-90.17123,established
551,molitrix,7110009,25,9,2008-9-25,38.87383,-90.17162,established
552,molitrix,7110009,26,6,2009-6-26,38.88587,-90.18497,established
553,molitrix,7130003,1,7,2009-7-1,39.95713,-90.51925,established
554,molitrix,7130011,20,8,2009-8-20,40.00245,-90.46958,established
555,molitrix,7110009,6,10,2009-10-6,38.87574,-90.17616,established
556,molitrix,7130003,14,10,2009-10-14,40.07464,-90.39421,established
557,molitrix,7130003,15,6,2010-6-15,40.55216,-89.72868,established
558,molitrix,7110009,4,8,2010-8-4,38.8743,-90.17218,established
559,molitrix,7130003,9,8,2010-8-9,40.06914,-90.41025,established
560,molitrix,7110009,24,9,2010-9-24,38.8733,-90.16818,established
561,molitrix,7110009,11,7,2011-7-11,38.8915,-90.213,established
562,molitrix,7110009,12,8,2011-8-12,38.87545,-90.16406,established
563,molitrix,7130003,16,9,2011-9-16,40.31672,-90.06602,established
564,molitrix,7140105,8,8,2000-8-8,37.38326,-89.43002,established
565,molitrix,7130003,28,8,2002-8-28,40.46227,-89.89755,established
566,molitrix,7130003,15,8,2003-8-15,40.19014,-90.15488,established
567,molitrix,7130003,24,9,2004-9-24,40.31702,-90.06013,established
568,molitrix,7130003,21,10,2005-10-21,40.15392,-90.25853,established
569,molitrix,7130003,14,8,2006-8-14,40.31259,-90.06326,established
570,molitrix,7140105,13,9,2006-9-13,37.04644,-89.37507,established
571,molitrix,7130003,22,9,2006-9-22,39.99642,-90.50319,established
572,molitrix,7110009,18,6,2007-6-18,38.8685,-90.15627,established
573,molitrix,7130003,10,8,2007-8-10,40.32095,-90.05525,established
574,molitrix,7110009,27,9,2007-9-27,38.87039,-90.15965,established
575,molitrix,7130003,2,10,2007-10-2,40.52131,-89.84939,established
576,molitrix,7140105,30,10,2007-10-30,37.25262,-89.48974,established
577,molitrix,7130003,19,6,2008-6-19,40.52399,-89.84867,established
578,molitrix,7140105,9,7,2008-7-9,37.60526,-89.51737,established
579,molitrix,7110009,15,7,2008-7-15,38.90606,-90.23779,established
580,molitrix,7110009,8,8,2008-8-8,38.8757,-90.17442,established
581,molitrix,7130003,29,8,2008-8-29,40.45873,-89.90007,established
582,molitrix,7110009,16,10,2008-10-16,38.87051,-90.16483,established
583,molitrix,7110009,26,6,2009-6-26,38.91636,-90.23566,established
584,molitrix,7110009,6,8,2009-8-6,38.87305,-90.15782,established
585,molitrix,7130003,10,8,2009-8-10,40.53331,-89.82758,established
586,molitrix,7130003,15,10,2009-10-15,39.95135,-90.52297,established
587,molitrix,7140105,19,10,2009-10-19,37.26062,-89.5012,established
588,molitrix,7140105,13,8,2010-8-13,37.37597,-89.4123,established
589,molitrix,7110009,27,6,2011-6-27,38.88158,-90.17535,established
590,molitrix,7130003,2,8,2011-8-2,40.13755,-90.32902,established
591,molitrix,7110009,29,8,2011-8-29,38.87449,-90.1618,established
592,molitrix,7130003,14,10,2011-10-14,40.30238,-90.069,established
593,molitrix,7130003,13,8,2001-8-13,40.31568,-90.06078,established
594,molitrix,7110004,11,9,2001-9-11,39.00065,-90.6925,established
595,molitrix,7130003,15,8,2003-8-15,40.18972,-90.15607,established
596,molitrix,7130003,10,10,2003-10-10,40.30953,-90.06693,established
597,molitrix,7130003,2,8,2004-8-2,40.55422,-89.72208,established
598,molitrix,7130003,27,9,2004-9-27,40.31481,-90.06199,established
599,molitrix,7130003,8,8,2005-8-8,40.15398,-90.26146,established
600,molitrix,7130003,9,8,2006-8-9,40.3113,-90.06567,established
601,molitrix,7130003,16,7,2007-7-16,40.52906,-89.83663,established
602,molitrix,7140105,10,8,2007-8-10,37.38686,-89.42985,established
603,molitrix,7130003,26,9,2007-9-26,40.31525,-90.06138,established
604,molitrix,7110009,24,10,2007-10-24,38.88005,-90.60938,established
605,molitrix,7130003,25,6,2008-6-25,40.31876,-90.0577,established
606,molitrix,7110009,17,7,2008-7-17,38.86247,-90.5656,established
607,molitrix,7110009,11,8,2008-8-11,38.9284,-90.28767,established
608,molitrix,7130003,21,8,2008-8-21,39.9988,-90.48846,established
609,molitrix,7140105,15,9,2008-9-15,37.25306,-89.48915,established
610,molitrix,7130003,3,10,2008-10-3,39.9988,-90.48846,established
611,molitrix,7110009,28,10,2008-10-28,38.86966,-90.5861,established
612,molitrix,7130003,2,7,2009-7-2,40.51788,-89.85604,established
613,molitrix,7130003,10,8,2009-8-10,40.52863,-89.83724,established
614,molitrix,7140105,28,8,2009-8-28,37.60614,-89.51677,established
615,molitrix,7130003,16,10,2009-10-16,40.51913,-89.85244,established
616,molitrix,7130003,18,6,2010-6-18,40.20819,-90.13827,established
617,molitrix,7110009,20,7,2010-7-20,38.88182,-90.52171,established
618,molitrix,7130003,3,8,2010-8-3,40.31963,-90.05649,established
619,molitrix,7110009,5,10,2010-10-5,38.91539,-90.49056,established
620,molitrix,7130003,11,10,2010-10-11,39.99837,-90.48906,established
621,molitrix,7140105,22,10,2010-10-22,37.12774,-89.39706,established
622,molitrix,7110009,16,6,2011-6-16,38.93125,-90.29391,established
623,molitrix,7130003,17,8,2011-8-17,40.06525,-90.41743,established
624,molitrix,7110009,17,8,2011-8-17,38.93907,-90.35995,established
625,molitrix,7110009,27,9,2011-9-27,38.96238,-90.43524,established
626,molitrix,7130003,24,10,2011-10-24,40.13538,-90.33263,established
627,molitrix,7110009,26,7,2000-7-26,38.87835,-90.20947,established
628,molitrix,7110009,8,9,2008-9-8,38.90188,-90.25179,established
629,molitrix,7110009,29,9,2009-9-29,38.8991,-90.22942,established
630,molitrix,7140105,10,8,2010-8-10,37.15691,-89.42269,established
631,molitrix,7110009,19,8,2010-8-19,38.92818,-90.27846,established
632,molitrix,7130003,13,7,2011-7-13,40.43638,-89.93999,established
633,molitrix,7130003,24,6,2008-6-24,40.4475,-89.93478,established
634,molitrix,7130003,27,8,2009-8-27,40.24422,-90.10207,established
635,molitrix,7130003,23,10,2000-10-23,40.14248,-90.19502,established
636,molitrix,7130003,14,10,2009-10-14,40.12877,-90.33875,established
637,molitrix,7110009,8,7,2008-7-8,38.90301,-90.26154,established
638,molitrix,7110009,10,8,2010-8-10,38.89776,-90.23004,established
639,molitrix,7130003,30,9,2003-9-30,40.12769,-90.21675,established
640,molitrix,7130003,18,9,2008-9-18,40.13011,-90.29939,established
641,molitrix,7130003,17,9,2007-9-17,40.13241,-90.30164,established
642,molitrix,7130003,3,8,2006-8-3,40.5478,-89.67104,established
643,molitrix,7130003,2,9,2011-9-2,40.39547,-89.97661,established
644,molitrix,7110009,25,10,2010-10-25,38.89898,-90.22423,established
645,molitrix,7130003,17,9,2007-9-17,40.1237,-90.31431,established
646,molitrix,7130003,13,10,2011-10-13,40.39679,-89.97537,established
647,molitrix,7130003,22,9,2008-9-22,40.12494,-90.2902,established
648,molitrix,7130003,13,10,2011-10-13,40.39415,-89.97784,established
649,molitrix,7130003,13,10,2011-10-13,40.38667,-89.98466,established
650,molitrix,7110009,20,10,2008-10-20,38.94215,-90.37656,established
651,molitrix,7130003,14,8,2006-8-14,40.08427,-90.38212,established
652,molitrix,7130003,14,10,2011-10-14,40.30898,-90.06283,established
653,molitrix,7130003,28,9,2009-9-28,40.07269,-90.38784,established
654,molitrix,7130003,23,9,2010-9-23,40.07623,-90.38477,established
655,molitrix,7130003,23,9,2010-9-23,40.06916,-90.39091,established
656,molitrix,7130003,14,8,2006-8-14,40.0731,-90.38606,established
657,molitrix,7130003,14,8,2007-8-14,40.07225,-90.38844,established
658,molitrix,7110009,13,10,2009-10-13,38.94063,-90.36912,established
659,molitrix,7130003,14,8,2006-8-14,40.07186,-90.3908,established
660,molitrix,7130003,12,8,2009-8-12,40.06431,-90.39577,established
661,molitrix,7130003,14,8,2006-8-14,40.06662,-90.39803,established
662,molitrix,7130003,4,8,2008-8-4,40.07186,-90.3908,established
663,molitrix,7130003,7,8,2008-8-7,40.07186,-90.3908,established
664,molitrix,7130003,26,10,2011-10-26,40.24027,-90.10635,established
665,molitrix,7130003,9,10,2007-10-9,40.06452,-90.40515,established
666,molitrix,7130003,8,8,2006-8-8,40.06438,-90.3987,established
667,molitrix,7130003,20,9,2004-9-20,40.06873,-90.39209,established
668,molitrix,7130003,7,8,2008-8-7,40.0665,-90.39276,established
669,molitrix,7130003,23,9,2010-9-23,40.06255,-90.39761,established
670,molitrix,7130003,20,9,2004-9-20,40.0665,-90.39276,established
671,molitrix,7130003,19,9,2007-9-19,40.06386,-90.3958,established
672,molitrix,7110009,30,8,2007-8-30,38.9375,-90.3502,established
673,molitrix,7130003,11,10,2010-10-11,40.06029,-90.3971,established
674,molitrix,7130003,20,9,2004-9-20,40.06209,-90.39703,established
675,molitrix,7130003,14,8,2007-8-14,40.06074,-90.39709,established
676,molitrix,7130003,7,8,2008-8-7,40.06394,-90.39931,established
677,molitrix,7130003,14,8,2006-8-14,40.05844,-90.39483,established
678,molitrix,7130003,24,10,2006-10-24,40.05984,-90.39712,established
679,molitrix,7130003,23,6,2003-6-23,40.06386,-90.3958,established
680,molitrix,7130003,27,10,2000-10-27,40.54776,-89.66986,established
681,molitrix,7110004,28,10,2009-10-28,38.93946,-90.67372,established
682,molitrix,7110009,30,7,2003-7-30,38.92798,-90.26981,established
683,molitrix,7130003,23,9,2004-9-23,40.54778,-89.67045,established
684,molitrix,7110009,17,9,2009-9-17,38.92997,-90.27781,established
685,molitrix,7110009,16,6,2010-6-16,38.90259,-90.26272,established
686,molitrix,7110009,16,6,2010-6-16,38.90206,-90.25928,established
687,molitrix,7130003,11,8,2010-8-11,40.12904,-90.33111,established
688,molitrix,7130003,12,7,2001-7-12,40.06255,-90.39761,established
689,molitrix,7130003,9,8,2004-8-9,40.02132,-90.4267,established
690,molitrix,7130003,2,9,2004-9-2,40.54899,-89.68102,established
691,molitrix,7130003,21,10,2004-10-21,40.54775,-89.66927,established
692,molitrix,7130003,28,9,2005-9-28,40.01949,-90.42561,established
693,molitrix,7130003,9,8,2010-8-9,40.0505,-90.42268,established
694,molitrix,7130003,26,6,2007-6-26,40.0204,-90.42616,established
695,molitrix,7110009,23,6,2004-6-23,38.94166,-90.37485,established
696,molitrix,7110009,3,9,2008-9-3,38.9285,-90.27267,established
697,molitrix,7110004,18,10,2010-10-18,38.99976,-90.69311,established
698,molitrix,7130011,13,8,2009-8-13,39.99393,-90.49215,established
699,molitrix,7130003,11,9,2002-9-11,40.5473,-89.66929,established
700,molitrix,7130011,7,10,2010-10-7,39.99604,-90.48563,established
701,molitrix,7130003,12,8,2004-8-12,39.97853,-90.50911,established
702,molitrix,7110009,13,7,2009-7-13,38.9142,-90.29687,established
703,molitrix,7130003,11,8,2003-8-11,40.54967,-89.6733,established
704,molitrix,7130003,17,8,2009-8-17,40.46223,-89.91288,established
705,molitrix,7130003,19,10,2010-10-19,39.97807,-90.50854,established
706,molitrix,7130003,29,9,2003-9-29,39.97132,-90.50879,established
707,molitrix,7130003,3,8,2009-8-3,40.54775,-89.66927,established
708,molitrix,7130003,21,8,2003-8-21,40.46121,-89.92531,established
709,molitrix,7130003,4,8,2004-8-4,40.44719,-89.94009,established
710,molitrix,7130003,9,8,2005-8-9,39.98347,-90.50835,established
711,molitrix,7130003,21,9,2009-9-21,40.44938,-89.93764,established
712,molitrix,7130003,18,10,2005-10-18,40.44763,-89.93949,established
713,molitrix,7130003,20,10,2004-10-20,40.44988,-89.93938,established
714,molitrix,7130003,18,10,2005-10-18,40.4454,-89.94018,established
715,molitrix,7130003,27,9,2004-9-27,40.44887,-89.9353,established
716,molitrix,7130003,24,6,2008-6-24,40.44675,-89.94012,established
717,molitrix,7130003,21,8,2003-8-21,40.44355,-89.93849,established
718,molitrix,7130003,26,6,2008-6-26,40.44495,-89.9402,established
719,molitrix,7110009,15,10,2007-10-15,38.91465,-90.29684,established
720,molitrix,7130003,24,9,2009-9-24,40.12337,-90.28088,established
721,molitrix,7130003,11,8,2005-8-11,40.44985,-89.93821,established
722,molitrix,7130003,5,8,2004-8-5,40.1186,-90.30805,established
723,molitrix,7130003,24,9,2009-9-24,40.12049,-90.29272,established
724,molitrix,7110009,3,9,2008-9-3,38.91379,-90.29861,established
725,molitrix,7110009,8,9,2008-9-8,38.90149,-90.25411,established
726,molitrix,7110009,13,7,2009-7-13,38.90165,-90.242,established
727,molitrix,7110009,1,8,2006-8-1,38.9157,-90.30315,established
728,molitrix,7110009,30,8,2007-8-30,38.94217,-90.37714,established
729,molitrix,7140105,2,8,2010-8-2,37.25774,-89.49513,established
730,molitrix,7130003,24,8,2011-8-24,40.08029,-90.3852,established
731,molitrix,7130003,24,9,2009-9-24,40.11242,-90.27486,established
732,molitrix,7130003,28,10,2011-10-28,40.06918,-90.39207,established
733,molitrix,7110009,15,10,2007-10-15,38.91418,-90.29629,established
734,molitrix,7130003,28,10,2011-10-28,40.06255,-90.39761,established
735,molitrix,7130003,22,8,2011-8-22,40.06593,-90.40744,established
736,molitrix,7110009,17,9,2008-9-17,38.91348,-90.30439,established
737,molitrix,7110009,11,7,2011-7-11,38.89929,-90.23748,established
738,molitrix,7110009,30,8,2011-8-30,38.90188,-90.25179,established
739,molitrix,7130003,6,9,2011-9-6,40.06474,-90.39459,established
740,molitrix,7130003,23,8,2007-8-23,40.59822,-89.63959,established
741,molitrix,7130003,23,8,2007-8-23,40.59665,-89.64735,established
742,molitrix,7110009,15,10,2007-10-15,38.91342,-90.30209,established
743,molitrix,7130003,23,8,2007-8-23,40.59288,-89.64162,established
744,molitrix,7130003,23,8,2006-8-23,40.25394,-90.0946,established
745,molitrix,7110009,11,7,2007-7-11,38.91461,-90.29512,established
746,molitrix,7110009,30,8,2011-8-30,38.90165,-90.26102,established
747,molitrix,7130003,11,8,2006-8-11,40.23984,-90.10696,established
748,molitrix,7130003,11,8,2006-8-11,40.23721,-90.11001,established
749,molitrix,7130003,16,9,2009-9-16,40.24071,-90.10575,established
750,molitrix,7130003,13,7,2007-7-13,40.24159,-90.10513,established
751,molitrix,7130003,11,8,2006-8-11,40.2324,-90.11551,established
752,molitrix,7130003,4,10,2007-10-4,40.24685,-90.09902,established
753,molitrix,7130003,13,7,2007-7-13,40.23852,-90.10819,established
754,molitrix,7130003,4,10,2007-10-4,40.24041,-90.11164,established
755,molitrix,7130003,28,9,2010-9-28,40.23721,-90.11001,established
756,molitrix,7130003,11,9,2008-9-11,40.24482,-90.10793,established
757,molitrix,7130003,26,9,2003-9-26,40.24246,-90.10391,established
758,molitrix,7130003,4,10,2007-10-4,40.23547,-90.11243,established
759,molitrix,7130003,27,10,2006-10-27,40.23633,-90.11063,established
760,molitrix,7130003,7,10,2003-10-7,40.23997,-90.11224,established
761,molitrix,7130003,1,8,2008-8-1,40.24159,-90.10513,established
762,molitrix,7130003,3,8,2009-8-3,40.55148,-89.67381,established
763,molitrix,7130003,15,8,2006-8-15,40.55274,-89.74931,established
764,molitrix,7130003,10,8,2005-8-10,40.24333,-90.1027,established
765,molitrix,7130003,18,8,2009-8-18,40.3937,-89.97787,established
766,molitrix,7130003,13,8,2004-8-13,40.06696,-90.39333,established
767,molitrix,7130003,10,8,2005-8-10,40.24203,-90.10452,established
768,molitrix,7130003,13,8,2004-8-13,40.06385,-90.39521,established
769,molitrix,7110009,15,10,2003-10-15,38.88067,-90.21227,established
770,molitrix,7110009,25,8,2004-8-25,38.87492,-90.19808,established
771,molitrix,7110009,7,7,2008-7-7,38.87513,-90.20672,established
772,molitrix,7110009,18,8,2008-8-18,38.87371,-90.2039,established
773,molitrix,7110009,10,7,2009-7-10,38.8745,-90.19925,established
774,molitrix,7130003,11,9,2008-9-11,40.23775,-90.11352,established
775,molitrix,7130003,13,8,2007-8-13,40.55276,-89.7499,established
776,molitrix,7130003,24,8,2009-8-24,40.06296,-90.39583,established
777,molitrix,7130003,23,6,2003-6-23,40.06474,-90.39459,established
778,molitrix,7130003,27,9,2005-9-27,40.06696,-90.39333,established
779,molitrix,7130003,14,8,2007-8-14,40.06607,-90.39395,established
780,molitrix,7130003,15,10,2009-10-15,40.06474,-90.39459,established
781,molitrix,7130003,27,9,2005-9-27,40.06695,-90.39275,established
782,molitrix,7130003,19,9,2007-9-19,40.06783,-90.39213,established
783,molitrix,7130003,7,8,2008-8-7,40.06251,-90.39584,established
784,molitrix,7130003,21,8,2008-8-21,39.98033,-90.50904,established
785,molitrix,7130003,23,9,2010-9-23,40.06696,-90.39333,established
786,molitrix,7110009,16,9,2008-9-16,38.87914,-90.20483,established
787,molitrix,7130003,3,10,2003-10-3,40.11269,-90.30594,established
788,molitrix,7130003,11,8,2011-8-11,39.97628,-90.50919,established
789,molitrix,7110009,29,8,2003-8-29,38.87605,-90.20726,established
790,molitrix,7110009,18,6,2007-6-18,38.87745,-90.20951,established
791,molitrix,7110009,9,10,2008-10-9,38.87582,-90.19805,established
792,molitrix,7110009,29,9,2009-9-29,38.87513,-90.20672,established
793,molitrix,7110009,20,9,2010-9-20,38.90189,-90.25237,established
